Nombre de la carrera,Dirección,Área del conocimiento,Datos Estadísticos (DGAE-UNAM),Aciertos Mínimos por Examen de Selección,Promedio de corte pase reglamentado,Cupo,Características del aspirante,Descripción de la carrera,Palabras asociadas,Latitud,Longitud,
Médico Cirujano - Facultad de Medicina,"Facultad de Medicina, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 37,579. La asignación total de lugares para esta carrera fue de 1,569, por lo que de cada 24 estudiantes que demandaron la carrera, ingresó 1. El 63% del alumnado de primer ingreso son mujeres y 37% hombres.",Facultad de Medicina: 113,Facultad de Medicina: 9.39,"Asignación total de 1,569 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en biología, química, física y matemáticas. Vocación de servicio, empatía, ética y resistencia al estrés.","El Médico Cirujano es el profesional que previene, diagnostica, trata y rehabilita las enfermedades del ser humano, promoviendo la salud individual y colectiva con un enfoque científico, ético y humanista.","medicina, médico cirujano, salud, enfermedad, diagnóstico, tratamiento, clínica, cirugía, salud pública","19,3242","-99,1817",
Médico Cirujano - FES Iztacala,"FES Iztacala, Estado de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 37,579. La asignación total de lugares para esta carrera fue de 1,569, por lo que de cada 24 estudiantes que demandaron la carrera, ingresó 1. El 63% del alumnado de primer ingreso son mujeres y 37% hombres.",FES Iztacala: 104,FES Iztacala: 9.06,"Asignación total de 1,569 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en biología, química, física y matemáticas. Vocación de servicio, empatía, ética y resistencia al estrés.","El Médico Cirujano es el profesional que previene, diagnostica, trata y rehabilita las enfermedades del ser humano, promoviendo la salud individual y colectiva con un enfoque científico, ético y humanista.","medicina, médico cirujano, salud, enfermedad, diagnóstico, tratamiento, clínica, cirugía, salud pública","19,5207","-99,1898",
Médico Cirujano - FES Zaragoza,"FES Zaragoza, Estado de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 37,579. La asignación total de lugares para esta carrera fue de 1,569, por lo que de cada 24 estudiantes que demandaron la carrera, ingresó 1. El 63% del alumnado de primer ingreso son mujeres y 37% hombres.",FES Zaragoza: 106,FES Zaragoza: 9.12,"Asignación total de 1,569 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en biología, química, física y matemáticas. Vocación de servicio, empatía, ética y resistencia al estrés.","El Médico Cirujano es el profesional que previene, diagnostica, trata y rehabilita las enfermedades del ser humano, promoviendo la salud individual y colectiva con un enfoque científico, ético y humanista.","medicina, médico cirujano, salud, enfermedad, diagnóstico, tratamiento, clínica, cirugía, salud pública","19,3936","-99,0383",
Medicina Veterinaria y Zootecnia - FMVZ,"Facultad de Medicina Veterinaria y Zootecnia, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 6,680. La asignación total de lugares para esta carrera fue de 700, por lo que de cada 10 estudiantes que demandaron la carrera, ingresó 1. El 64% del alumnado de primer ingreso son mujeres y 36% hombres.",FMVZ: 97,FMVZ: 8.83,Asignación total de 700 lugares (conjunto con FES Cuautitlán),"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Interés por los animales, su salud, producción y bienestar. Gusto por el trabajo de campo y la investigación.","El Médico Veterinario Zootecnista previene, diagnostica y trata las enfermedades de los animales, además de promover su producción eficiente y sustentable para beneficio de la sociedad.","veterinaria, zootecnia, animales, salud animal, producción animal, medicina veterinaria, bienestar animal, inocuidad alimentaria","19,3238","-99,1848",
Medicina Veterinaria y Zootecnia - FES Cuautitlán,"FES Cuautitlán, Estado de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 6,680. La asignación total de lugares para esta carrera fue de 700, por lo que de cada 10 estudiantes que demandaron la carrera, ingresó 1. El 64% del alumnado de primer ingreso son mujeres y 36% hombres.",FES Cuautitlán: 83,FES Cuautitlán: 8.28,Asignación total de 700 lugares (conjunto con FMVZ),"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Interés por los animales, su salud, producción y bienestar. Gusto por el trabajo de campo y la investigación.","El Médico Veterinario Zootecnista previene, diagnostica y trata las enfermedades de los animales, además de promover su producción eficiente y sustentable para beneficio de la sociedad.","veterinaria, zootecnia, animales, salud animal, producción animal, medicina veterinaria, bienestar animal, inocuidad alimentaria","19,6856","-99,1822",
Música - Canto - Facultad de Música,"Facultad de Música, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 114. La asignación total de lugares para esta carrera fue de 28, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 61% del alumnado de primer ingreso son mujeres y 39% hombres.",Facultad de Música: 60,Facultad de Música: 7.80,Asignación total de 28 lugares,"Haber cursado el Área de las Humanidades y Artes. Talento vocal, aptitudes musicales y conocimientos básicos de teoría musical. Disciplina, sensibilidad artística y vocación escénica.","El cantante profesional domina la técnica vocal para interpretar obras del repertorio lírico y de concierto, desarrollando una carrera como solista o en agrupaciones corales.","música, canto, técnica vocal, ópera, repertorio vocal, música de concierto, solista, coro","19,3322","-99,187",
Música - Composición - Facultad de Música,"Facultad de Música, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 77. La asignación total de lugares para esta carrera fue de 31, por lo que de cada 2 estudiantes que demandaron la carrera, ingresó 1. El 16% del alumnado de primer ingreso son mujeres y 84% hombres.",Facultad de Música: 65,Facultad de Música: 8.10,Asignación total de 31 lugares,"Haber cursado el Área de las Humanidades y Artes. Conocimientos sólidos de teoría musical, armonía y contrapunto. Creatividad, capacidad de análisis y vocación por la creación musical.",El compositor crea obras musicales originales aplicando técnicas de composición y orquestación para diversos géneros y formatos instrumentales o vocales.,"música, composición musical, teoría musical, armonía, contrapunto, orquestación, creación musical","19,3322","-99,187",
Música - Educación Musical - Facultad de Música,"Facultad de Música, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 94. La asignación total de lugares para esta carrera fue de 33, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 36% del alumnado de primer ingreso son mujeres y 64% hombres.",Facultad de Música: 55,Facultad de Música: 7.70,Asignación total de 33 lugares,Haber cursado el Área de las Humanidades y Artes. Conocimientos musicales básicos y vocación por la docencia. Interés por la pedagogía y la didáctica de la música.,"El educador musical está formado para planear, conducir y evaluar procesos de enseñanza-aprendizaje musical en diversos niveles educativos y contextos sociales.","música, educación musical, pedagogía musical, didáctica musical, docencia, enseñanza de la música, formación musical","19,3322","-99,187",
Música - Instrumentista - Facultad de Música,"Facultad de Música, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 560. La asignación total de lugares para esta carrera fue de 126, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 32% del alumnado de primer ingreso son mujeres y 68% hombres.",Facultad de Música: 60,Facultad de Música: 7.90,Asignación total de 126 lugares,"Haber cursado el Área de las Humanidades y Artes. Dominio técnico previo de un instrumento musical y conocimientos de teoría musical. Disciplina, dedicación y sensibilidad artística.","El instrumentista profesional domina la técnica y el repertorio de un instrumento musical específico para desempeñarse como solista, en orquestas o en agrupaciones de cámara.","música, instrumentista, instrumento musical, ejecución musical, repertorio instrumental, orquesta, música de cámara, solista","19,3322","-99,187",
Música - Piano - Facultad de Música,"Facultad de Música, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 120. La asignación total de lugares para esta carrera fue de 28, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 54% del alumnado de primer ingreso son mujeres y 46% hombres.",Facultad de Música: 65,Facultad de Música: 8.10,Asignación total de 28 lugares,"Haber cursado el Área de las Humanidades y Artes. Dominio técnico previo del piano y conocimientos de teoría musical. Disciplina, dedicación y sensibilidad artística.","El pianista profesional domina la técnica y el repertorio del piano para desempeñarse como solista, en música de cámara o como acompañante.","música, piano, pianista, técnica pianística, repertorio pianístico, música de cámara, solista, acompañamiento","19,3322","-99,187",
Música y Tecnología Artística - ENES Morelia,"ENES Unidad Morelia, Michoacán",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 107. La asignación total de lugares para esta carrera fue de 39, por lo que de cada 3 estudiantes que demandaron la carrera, ingresó 1. El 28% del alumnado de primer ingreso son mujeres y 72% hombres.",ENES Unidad Morelia: 65,ENES Unidad Morelia: 7.88,Información no disponible,Haber cursado el Área de las Humanidades y Artes o Físico-Matemáticas. Interés por la música y la tecnología aplicada a la creación sonora. Conocimientos musicales básicos y gusto por la innovación.,"El licenciado en Música y Tecnología Artística integra conocimientos musicales con herramientas tecnológicas para la creación, producción y difusión de obras sonoras y multimedia.","música, tecnología musical, producción musical, audio digital, composición electroacústica, arte sonoro, multimedia, acústica","19,649","-101,225",
Nanotecnología - Facultad de Ciencias,"Facultad de Ciencias, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 713. La asignación total de lugares para esta carrera fue de 67, por lo que de cada 11 estudiantes que demandaron la carrera, ingresó 1. El 49% del alumnado de primer ingreso son mujeres y 51% hombres.",Facultad de Ciencias: 101,Facultad de Ciencias: 9.00,Asignación total de 67 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Sólidos conocimientos en física, química, matemáticas y biología. Interés por la ciencia de vanguardia a escala nanométrica.","El nanotecnólogo estudia y manipula la materia a escala nanométrica para desarrollar nuevos materiales, dispositivos y sistemas con propiedades únicas para aplicaciones en diversas industrias.","nanotecnología, nanociencia, materiales nanoestructurados, nanomateriales, física de partículas, química supramolecular, biotecnología, innovación","19,3243","-99,1796",
Negocios Internacionales - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,143. La asignación total de lugares para esta carrera fue de 111, por lo que de cada 10 estudiantes que demandaron la carrera, ingresó 1. El 56% del alumnado de primer ingreso son mujeres y 44% hombres.",ENES Unidad Juriquilla: 82,ENES Unidad Juriquilla: 8.20,Asignación total de 111 lugares,"Haber cursado el Área de las Ciencias Sociales. Interés por el comercio internacional, los negocios globales y las relaciones económicas. Dominio del inglés y gusto por otras culturas.","El licenciado en Negocios Internacionales analiza y gestiona operaciones comerciales y de inversión en el ámbito global, considerando los aspectos económicos, legales y culturales de los mercados internacionales.","negocios internacionales, comercio internacional, globalización, logística internacional, mercadotecnia global, finanzas internacionales, aduanas","20,7033","-100,4487",
Neurociencias - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,067. La asignación total de lugares para esta carrera fue de 85, por lo que de cada 13 estudiantes que demandaron la carrera, ingresó 1. El 61% del alumnado de primer ingreso son mujeres y 39% hombres.",ENES Unidad Juriquilla: 99,ENES Unidad Juriquilla: 9.00,Asignación total de 85 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en biología, química y física. Interés por el sistema nervioso, el cerebro y la conducta.","El neurocientífico estudia la estructura, función, desarrollo y patologías del sistema nervioso desde una perspectiva multidisciplinaria para comprender las bases biológicas de la conducta y la cognición.","neurociencias, cerebro, sistema nervioso, neurobiología, neurofisiología, cognición, conducta, neurociencia cognitiva","20,7033","-100,4487",
Nutriología - FES Zaragoza,"FES Zaragoza, Estado de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,489. La asignación total de lugares para esta carrera fue de 122, por lo que de cada 12 estudiantes que demandaron la carrera, ingresó 1. El 74% del alumnado de primer ingreso son mujeres y 26% hombres.",FES Zaragoza: 89,FES Zaragoza: 8.48,Asignación total de 122 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Conocimientos de biología, química y matemáticas. Interés por la alimentación, la nutrición y la salud pública.","El nutriólogo es el profesional que evalúa el estado de nutrición de individuos y poblaciones, y diseña e implementa planes de alimentación para promover la salud y prevenir enfermedades.","nutriología, nutrición, alimentación, dietética, salud, metabolismo, nutrición clínica, nutrición comunitaria","19,3936","-99,0383",
Odontología - FES Iztacala,"FES Iztacala, Estado de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 2,140. La asignación total de lugares para esta carrera fue de 239, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 68% del alumnado de primer ingreso son mujeres y 32% hombres.",FES Iztacala: 89,FES Iztacala: 8.49,Asignación total de 239 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Habilidad manual fina y psicomotricidad. Vocación de servicio y ética profesional.","El odontólogo es el profesional que previene, diagnostica y trata las enfermedades del sistema estomatognático, restaurando la salud bucal de los pacientes.","odontología, salud bucal, dientes, estomatología, operatoria dental, endodoncia, periodoncia, ortodoncia","19,5207","-99,1898",
Optometría - FES Iztacala,"FES Iztacala, Estado de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,308. La asignación total de lugares para esta carrera fue de 182, por lo que de cada 7 estudiantes que demandaron la carrera, ingresó 1. El 67% del alumnado de primer ingreso son mujeres y 33% hombres.",FES Iztacala: 85,FES Iztacala: 8.30,Asignación total de 182 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud o Físico-Matemáticas. Interés por la salud visual y la óptica. Habilidad manual y vocación de servicio.","El optometrista es el profesional que evalúa, diagnostica y trata las alteraciones visuales no patológicas, prescribiendo lentes y realizando terapias visuales para mejorar la calidad de vida.","optometría, salud visual, lentes, optometría clínica, contactología, terapia visual, óptica, refracción","19,5207","-99,1898",
Órtesis y Prótesis - ENES Juriquilla,"ENES Unidad Juriquilla, Querétaro","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 177. La asignación total de lugares para esta carrera fue de 41, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 66% del alumnado de primer ingreso son mujeres y 34% hombres.",ENES Unidad Juriquilla: 74,ENES Unidad Juriquilla: 8.00,Asignación total de 41 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud o Físico-Matemáticas. Interés por la rehabilitación física, la biomecánica y la tecnología médica. Habilidad manual y creatividad.","El licenciado en Órtesis y Prótesis diseña, fabrica y adapta dispositivos ortopédicos (órtesis) y prótesis para restaurar la función y mejorar la calidad de vida de personas con discapacidad.","órtesis, prótesis, rehabilitación, biomecánica, ortopedia, tecnología asistiva, discapacidad, dispositivos médicos","20,7033","-100,4487",
Pedagogía - FFyL,"Facultad de Filosofía y Letras, Ciudad de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,010. La asignación total de lugares para esta carrera fue de 843, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 75% del alumnado de primer ingreso son mujeres y 25% hombres.",Facultad de Filosofía y Letras: 70,Facultad de Filosofía y Letras: 7.84,Asignación total de 843 lugares (conjunto todas las sedes),"Haber cursado el Área de las Humanidades y Artes o Ciencias Sociales. Interés por la educación, la enseñanza y el aprendizaje. Vocación de servicio y capacidad de análisis.","El pedagogo es el profesional que analiza, diseña, implementa y evalúa procesos educativos en diversos contextos, desde el ámbito escolar hasta el organizacional y comunitario.","pedagogía, educación, didáctica, currículo, evaluación educativa, formación docente, intervención educativa, orientación educativa","19,3349","-99,1879",
Pedagogía - FES Acatlán,"FES Acatlán, Estado de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,010. La asignación total de lugares para esta carrera fue de 843, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 75% del alumnado de primer ingreso son mujeres y 25% hombres.",FES Acatlán: 64,FES Acatlán: 7.68,Asignación total de 843 lugares (conjunto todas las sedes),"Haber cursado el Área de las Humanidades y Artes o Ciencias Sociales. Interés por la educación, la enseñanza y el aprendizaje. Vocación de servicio y capacidad de análisis.","El pedagogo es el profesional que analiza, diseña, implementa y evalúa procesos educativos en diversos contextos, desde el ámbito escolar hasta el organizacional y comunitario.","pedagogía, educación, didáctica, currículo, evaluación educativa, formación docente, intervención educativa, orientación educativa","19,5135","-99,2484",
Pedagogía - FES Aragón,"FES Aragón, Estado de México",Humanidades y de las Artes,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,010. La asignación total de lugares para esta carrera fue de 843, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 75% del alumnado de primer ingreso son mujeres y 25% hombres.",FES Aragón: 64,FES Aragón: 7.64,Asignación total de 843 lugares (conjunto todas las sedes),"Haber cursado el Área de las Humanidades y Artes o Ciencias Sociales. Interés por la educación, la enseñanza y el aprendizaje. Vocación de servicio y capacidad de análisis.","El pedagogo es el profesional que analiza, diseña, implementa y evalúa procesos educativos en diversos contextos, desde el ámbito escolar hasta el organizacional y comunitario.","pedagogía, educación, didáctica, currículo, evaluación educativa, formación docente, intervención educativa, orientación educativa","19,4799","-99,0481",
Planificación para el Desarrollo Agropecuario - ENES León,"ENES Unidad León, Guanajuato",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 28. La asignación total de lugares para esta carrera fue de 23, por lo que de cada 1 estudiante que demandó la carrera, ingresó 1. El 57% del alumnado de primer ingreso son mujeres y 43% hombres.",ENES Unidad León: 45,ENES Unidad León: 7.30,Información no disponible,"Haber cursado el Área de las Ciencias Sociales o Biológicas. Interés por el desarrollo rural, la planeación y el sector agropecuario. Vocación por el trabajo comunitario.",El planificador para el desarrollo agropecuario diseña y gestiona proyectos y políticas para impulsar el desarrollo del sector rural y agropecuario con un enfoque sustentable y participativo.,"planeación, desarrollo agropecuario, desarrollo rural, políticas públicas, sector agropecuario, proyectos productivos, sustentabilidad","21,0382","-101,6589",
Psicología - Facultad de Psicología,"Facultad de Psicología, Ciudad de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 15,815. La asignación total de lugares para esta carrera fue de 1,692, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 73% del alumnado de primer ingreso son mujeres y 27% hombres.",Facultad de Psicología: 88,Facultad de Psicología: 8.20,"Asignación total de 1,692 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Sociales o Biológicas y de la Salud. Interés por el comportamiento humano, los procesos mentales y la salud mental. Empatía y capacidad de escucha.","El psicólogo estudia el comportamiento y los procesos mentales del ser humano para promover la salud mental, prevenir trastornos y contribuir al bienestar individual y social.","psicología, comportamiento humano, salud mental, psicología clínica, psicología social, psicología educativa, psicología organizacional","19,3292","-99,1875",
Psicología - FES Iztacala,"FES Iztacala, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 15,815. La asignación total de lugares para esta carrera fue de 1,692, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 73% del alumnado de primer ingreso son mujeres y 27% hombres.",FES Iztacala: 79,FES Iztacala: 7.95,"Asignación total de 1,692 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Sociales o Biológicas y de la Salud. Interés por el comportamiento humano, los procesos mentales y la salud mental. Empatía y capacidad de escucha.","El psicólogo estudia el comportamiento y los procesos mentales del ser humano para promover la salud mental, prevenir trastornos y contribuir al bienestar individual y social.","psicología, comportamiento humano, salud mental, psicología clínica, psicología social, psicología educativa, psicología organizacional","19,5207","-99,1898",
Psicología - FES Zaragoza,"FES Zaragoza, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 15,815. La asignación total de lugares para esta carrera fue de 1,692, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 73% del alumnado de primer ingreso son mujeres y 27% hombres.",FES Zaragoza: 81,FES Zaragoza: 7.99,"Asignación total de 1,692 lugares (conjunto todas las sedes)","Haber cursado el Área de las Ciencias Sociales o Biológicas y de la Salud. Interés por el comportamiento humano, los procesos mentales y la salud mental. Empatía y capacidad de escucha.","El psicólogo estudia el comportamiento y los procesos mentales del ser humano para promover la salud mental, prevenir trastornos y contribuir al bienestar individual y social.","psicología, comportamiento humano, salud mental, psicología clínica, psicología social, psicología educativa, psicología organizacional","19,3936","-99,0383",
Química - Facultad de Química,"Facultad de Química, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 943. La asignación total de lugares para esta carrera fue de 168, por lo que de cada 6 estudiantes que demandaron la carrera, ingresó 1. El 55% del alumnado de primer ingreso son mujeres y 45% hombres.",Facultad de Química: 84,Facultad de Química: 8.32,Asignación total de 168 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud o Físico-Matemáticas. Sólidos conocimientos en química, física y matemáticas. Gusto por la investigación y el trabajo de laboratorio.","El químico estudia la composición, estructura, propiedades y transformaciones de la materia, generando conocimiento y desarrollando nuevos compuestos y materiales.","química, química orgánica, química inorgánica, fisicoquímica, química analítica, bioquímica, laboratorio químico","19,3308","-99,1889",
Química de Alimentos - Facultad de Química,"Facultad de Química, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 513. La asignación total de lugares para esta carrera fue de 66, por lo que de cada 8 estudiantes que demandaron la carrera, ingresó 1. El 71% del alumnado de primer ingreso son mujeres y 29% hombres.",Facultad de Química: 85,Facultad de Química: 8.28,Asignación total de 66 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Interés por los alimentos, su composición química y su análisis. Gusto por el trabajo de laboratorio.","El químico de alimentos analiza la composición química de los alimentos, estudia sus transformaciones durante el procesamiento y asegura su calidad e inocuidad.","química de alimentos, bromatología, análisis de alimentos, inocuidad alimentaria, composición de alimentos, tecnología de alimentos, laboratorio de alimentos","19,3308","-99,1889",
Química e Ingeniería en Materiales - Facultad de Química,"Facultad de Química, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 375. La asignación total de lugares para esta carrera fue de 69, por lo que de cada 5 estudiantes que demandaron la carrera, ingresó 1. El 52% del alumnado de primer ingreso son mujeres y 48% hombres.",Facultad de Química: 80,Facultad de Química: 8.20,Asignación total de 69 lugares,"Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por los materiales, su estructura, propiedades y aplicaciones. Gusto por la investigación y la innovación.","El licenciado en Química e Ingeniería en Materiales estudia la relación entre la estructura, propiedades, procesamiento y desempeño de los materiales para desarrollar nuevos materiales con aplicaciones tecnológicas.","materiales, química de materiales, ingeniería de materiales, polímeros, cerámicos, metales, materiales compuestos, nanotecnología","19,3308","-99,1889",
Química Farmacéutico Biológica - Facultad de Química,"Facultad de Química, Ciudad de México","Ciencias Biológicas, Químicas y de la Salud","La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 1,868. La asignación total de lugares para esta carrera fue de 199, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 66% del alumnado de primer ingreso son mujeres y 34% hombres.",Facultad de Química: 95,Facultad de Química: 8.71,Asignación total de 199 lugares,"Haber cursado el Área de las Ciencias Biológicas, Químicas y de la Salud. Sólidos conocimientos en química, biología y matemáticas. Interés por los medicamentos, su desarrollo, análisis y producción.","El Químico Farmacéutico Biólogo es el profesional que investiga, desarrolla, produce, controla y evalúa medicamentos y productos biológicos para la prevención, diagnóstico y tratamiento de enfermedades.","química farmacéutica, farmacia, medicamentos, biología, bioquímica, industria farmacéutica, control de calidad, farmacología","19,3308","-99,1889",
Química Industrial - Facultad de Química,"Facultad de Química, Ciudad de México",Ciencias Físico - Matemáticas y de las Ingenierías,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 420. La asignación total de lugares para esta carrera fue de 100, por lo que de cada 4 estudiantes que demandaron la carrera, ingresó 1. El 50% del alumnado de primer ingreso son mujeres y 50% hombres.",Facultad de Química: 79,Facultad de Química: 8.00,Asignación total de 100 lugares,Haber cursado el Área de las Ciencias Físico-Matemáticas o Químico-Biológicas. Interés por los procesos químicos a nivel industrial y la producción a gran escala.,"El Químico Industrial aplica los principios de la química para diseñar, controlar y optimizar procesos de producción industrial en plantas químicas, asegurando la calidad y eficiencia.","química industrial, procesos químicos, producción industrial, control de calidad, ingeniería química, plantas industriales, manufactura química","19,3308","-99,1889",
Relaciones Internacionales - FCPyS,"Facultad de Ciencias Políticas y Sociales, Ciudad de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,314. La asignación total de lugares para esta carrera fue de 622, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 59% del alumnado de primer ingreso son mujeres y 41% hombres.",FCPyS: 88,FCPyS: 8.30,Asignación total de 622 lugares (conjunto todas las sedes),"Haber cursado el Área de las Ciencias Sociales. Interés por la política mundial, la diplomacia y las relaciones entre países. Dominio del inglés y gusto por otras culturas. Capacidad de análisis.","El internacionalista analiza la realidad política, económica, jurídica y social del sistema internacional, y participa en la formulación y ejecución de la política exterior de los estados y organismos internacionales.","relaciones internacionales, política exterior, diplomacia, comercio internacional, organismos internacionales, geopolítica, derecho internacional, globalización","19,3158","-99,1805",
Relaciones Internacionales - FES Acatlán,"FES Acatlán, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,314. La asignación total de lugares para esta carrera fue de 622, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 59% del alumnado de primer ingreso son mujeres y 41% hombres.",FES Acatlán: 76,FES Acatlán: 7.98,Asignación total de 622 lugares (conjunto todas las sedes),"Haber cursado el Área de las Ciencias Sociales. Interés por la política mundial, la diplomacia y las relaciones entre países. Dominio del inglés y gusto por otras culturas. Capacidad de análisis.","El internacionalista analiza la realidad política, económica, jurídica y social del sistema internacional, y participa en la formulación y ejecución de la política exterior de los estados y organismos internacionales.","relaciones internacionales, política exterior, diplomacia, comercio internacional, organismos internacionales, geopolítica, derecho internacional, globalización","19,5135","-99,2484",
Relaciones Internacionales - FES Aragón,"FES Aragón, Estado de México",Ciencias Sociales,"La demanda a primer ingreso en esta licenciatura en el ciclo 2023-2024 fue de 5,314. La asignación total de lugares para esta carrera fue de 622, por lo que de cada 9 estudiantes que demandaron la carrera, ingresó 1. El 59% del alumnado de primer ingreso son mujeres y 41% hombres.",FES Aragón: 75,FES Aragón: 7.92,Asignación total de 622 lugares (conjunto todas las sedes),"Haber cursado el Área de las Ciencias Sociales. Interés por la política mundial, la diplomacia y las relaciones entre países. Dominio del inglés y gusto por otras culturas. Capacidad de análisis.","El internacionalista analiza la realidad política, económica, jurídica y social del sistema internacional, y participa en la formulación y ejecución de la política exterior de los estados y organismos internacionales.","relaciones internacionales, política exterior, diplomacia, comercio internacional, organismos internacionales, geopolítica, derecho internacional, globalización","19,4799","-99,0481",
